user_id,merchant_id,timestamp,label
31,5,1708591020.0,1
34,12,1709193300.0,0
83,16,1705884420.0,1
64,5,1706482260.0,0
73,12,1709001300.0,1
29,1,1705641060.0,0
35,7,1706092380.0,1
66,9,1705451520.0,1
87,7,1705344360.0,0
28,3,1704553680.0,1
11,11,1704845160.0,0
98,17,1708962780.0,0
14,18,1707666960.0,0
76,3,1709466180.0,0
13,16,1709377980.0,0
13,15,1704953820.0,1
76,6,1706634900.0,0
7,19,1707730320.0,1
22,14,1707602040.0,0
84,15,1707191940.0,1
3,1,1705705020.0,0
93,8,1707533040.0,0
36,5,1706743020.0,0
10,17,1709374200.0,1
17,17,1704337620.0,1
84,10,1709101680.0,1
35,11,1709898540.0,1
26,4,1707591540.0,0
57,13,1705604640.0,1
42,2,1707726120.0,0
63,17,1707239880.0,1
65,8,1706932620.0,1
10,15,1704157680.0,1
72,13,1704636300.0,1
74,5,1707280680.0,0
89,17,1709334480.0,1
12,2,1708966140.0,0
70,17,1709728080.0,1
55,5,1707246240.0,0
29,6,1708680540.0,0
20,2,1704858540.0,1
28,2,1706834760.0,0
34,0,1706721960.0,0
66,13,1706228340.0,1
43,17,1704284640.0,1
2,15,1708408620.0,0
31,10,1705767720.0,0
40,15,1709871300.0,0
47,12,1706886000.0,0
24,1,1707969720.0,1
3,17,1704387300.0,1
59,13,1705639800.0,0
41,19,1707805440.0,1
4,0,1707861780.0,0
41,11,1708072380.0,0
93,7,1705968240.0,1
96,6,1705754700.0,0
77,5,1707869880.0,0
76,17,1706161560.0,0
82,4,1708914720.0,1
97,0,1704717420.0,0
35,1,1705664700.0,0
32,16,1709219760.0,1
66,3,1709088360.0,0
34,16,1706629560.0,1
14,8,1706587260.0,0
25,10,1709745960.0,1
83,3,1709630400.0,1
48,5,1709521500.0,1
3,13,1704573240.0,1
21,14,1705497900.0,1
98,1,1710025620.0,0
38,0,1707907800.0,1
23,12,1708359240.0,0
50,2,1709139120.0,1
19,1,1705301700.0,1
88,2,1704543300.0,0
1,8,1706409540.0,0
79,10,1704963060.0,1
78,7,1705715940.0,1
20,12,1707182520.0,0
2,8,1705847040.0,1
14,10,1705755240.0,0
69,7,1709681280.0,0
40,5,1707804420.0,0
63,1,1707898560.0,0
2,6,1708949520.0,0
50,0,1707894840.0,0
94,18,1704253740.0,1
70,11,1708725540.0,1
60,8,1705801260.0,1
1,0,1705939920.0,1
79,4,1707677220.0,1
64,18,1706054640.0,0
60,8,1706163000.0,1
8,14,1705670940.0,1
23,12,1704513060.0,1
76,5,1709776140.0,1
19,6,1705547940.0,0
83,7,1708242240.0,1
72,5,1706123100.0,0
52,15,1710032640.0,0
70,4,1709199300.0,1
79,14,1709801520.0,0
3,12,1709731620.0,1
65,6,1709612820.0,0
98,10,1709640360.0,0
36,5,1709749740.0,0
49,19,1707763500.0,1
24,12,1706632320.0,0
16,15,1706332980.0,0
32,17,1708674660.0,1
19,13,1705305720.0,0
25,6,1707084480.0,1
34,11,1707481620.0,0
59,12,1709876400.0,1
4,11,1707768420.0,1
98,9,1704326940.0,1
60,0,1708835040.0,1
84,3,1708157280.0,1
49,17,1704717300.0,1
74,10,1706507040.0,1
86,3,1705914480.0,1
34,18,1706266380.0,0
80,1,1706762100.0,0
30,16,1708537140.0,1
18,4,1705585440.0,0
36,0,1707026280.0,1
13,12,1708267980.0,0
69,13,1704080880.0,0
93,2,1704210480.0,1
81,3,1708497420.0,0
47,11,1706951640.0,1
76,6,1709597700.0,1
29,1,1709211360.0,1
15,3,1704566040.0,1
64,16,1704810540.0,0
96,1,1708982040.0,0
43,11,1705398840.0,0
44,12,1704636660.0,0
55,0,1708046460.0,1
40,14,1709156700.0,0
78,11,1706854320.0,0
4,14,1705697220.0,0
90,19,1706367420.0,0
33,4,1705429320.0,0
44,8,1704540720.0,0
33,1,1704858900.0,1
16,19,1707695460.0,0
92,8,1706038020.0,1
12,16,1707843720.0,0
10,9,1708153740.0,0
49,9,1708299720.0,0
2,7,1706347920.0,0
83,15,1705910280.0,0
23,17,1705221720.0,0
79,13,1708765380.0,1
69,10,1708360140.0,0
41,15,1709284560.0,1
81,16,1704493740.0,0
23,18,1708305960.0,1
25,9,1706706000.0,0
60,15,1706542020.0,0
15,19,1708192920.0,0
78,12,1705948140.0,1
96,4,1705219380.0,0
93,11,1706803860.0,0
3,18,1707398580.0,1
75,12,1709392620.0,0
94,18,1706088420.0,1
28,8,1707961440.0,1
0,19,1707521340.0,0
13,1,1709828280.0,1
26,4,1705265580.0,0
24,3,1705540740.0,0
23,19,1709366940.0,0
74,1,1704145740.0,0
9,10,1705160340.0,0
24,15,1706908200.0,1
21,9,1706948280.0,0
33,13,1704453120.0,1
11,19,1705459320.0,1
81,14,1707018960.0,0
92,1,1706162640.0,0
78,3,1704986100.0,1
49,12,1705545720.0,1
76,2,1705003740.0,1
49,18,1709562000.0,1
63,1,1704954300.0,0
62,12,1707803760.0,0
39,12,1707445200.0,1
26,3,1708904460.0,1
98,11,1706282760.0,0
54,10,1705133400.0,0
26,16,1709390400.0,1
44,4,1704073560.0,0
14,13,1704541260.0,0
82,2,1709664720.0,0
32,7,1708696500.0,0
38,15,1705234800.0,0
84,9,1708533840.0,1
18,5,1707182400.0,1
90,2,1707113100.0,1
17,1,1706217180.0,1
12,0,1707496920.0,1
94,0,1704090840.0,1
58,14,1704677100.0,0
16,7,1708278840.0,0
43,1,1707860220.0,1
51,18,1708542120.0,1
31,9,1705555560.0,1
69,0,1704967500.0,1
52,19,1704741540.0,1
90,7,1706835840.0,0
78,19,1705973940.0,0
27,2,1706469240.0,0
86,6,1709526240.0,1
81,9,1709534280.0,0
24,6,1704203880.0,0
29,2,1705978680.0,1
56,1,1708618920.0,0
39,4,1704711420.0,1
64,2,1705736580.0,1
68,5,1706436480.0,0
13,12,1707583560.0,0
7,17,1707544020.0,1
61,5,1710050220.0,1
16,11,1707732720.0,1
0,2,1707886860.0,0
71,9,1704479460.0,0
67,2,1706315460.0,0
64,9,1707627060.0,1
54,2,1709693160.0,1
68,7,1705292160.0,0
70,4,1709043360.0,1
1,2,1705541700.0,1
16,8,1707005340.0,1
60,11,1708120500.0,1
80,13,1707438480.0,0
9,19,1704456060.0,0
76,2,1705375260.0,0
78,7,1705171380.0,1
6,7,1705182960.0,1
82,3,1708736400.0,0
35,10,1704123540.0,1
52,10,1708230420.0,0
12,3,1706672160.0,1
8,12,1708948320.0,0
12,5,1708049040.0,1
93,10,1708785660.0,1
7,14,1704330180.0,1
26,2,1708570800.0,1
28,2,1709187420.0,0
59,0,1709485560.0,1
3,14,1707957120.0,0
77,14,1709906340.0,0
72,13,1704671700.0,0
97,10,1706710740.0,1
25,16,1706017620.0,1
17,10,1707675900.0,1
44,5,1707873780.0,1
52,8,1706715300.0,1
36,2,1706821500.0,1
97,16,1708127160.0,1
40,19,1708548600.0,1
14,9,1709156160.0,0
90,14,1708350780.0,1
22,5,1704186540.0,1
74,1,1709878560.0,1
96,4,1709650980.0,1
50,9,1706775300.0,0
92,17,1709728800.0,0
80,7,1707484260.0,0
70,12,1709394240.0,0
93,0,1704928200.0,0
73,18,1705124640.0,1
44,5,1709111580.0,0
56,11,1704756540.0,1
99,18,1706213700.0,1
81,15,1708827000.0,1
56,1,1707381420.0,0
60,3,1705144740.0,0
85,17,1706161560.0,1
90,9,1706628180.0,1
84,14,1705679460.0,1
17,13,1705765320.0,0
55,15,1704458100.0,1
9,16,1709373840.0,0
87,0,1708996380.0,1
56,9,1705212600.0,0
1,17,1708101360.0,0
11,18,1708034700.0,1
66,9,1708759680.0,0
17,3,1704814500.0,0
40,6,1705516080.0,0
37,0,1706378940.0,1
56,0,1708675260.0,1
73,6,1706869920.0,0
76,17,1709328480.0,0
34,2,1705229220.0,0
42,12,1706412540.0,0
15,19,1706330100.0,0
10,9,1705352160.0,1
8,1,1706670420.0,0
6,9,1708855320.0,1
88,2,1705786260.0,0
39,9,1709483340.0,1
33,5,1705342680.0,0
43,13,1706230500.0,0
2,12,1708965480.0,1
42,10,1705121220.0,1
10,3,1706791140.0,0
45,16,1708070280.0,0
41,12,1705616520.0,0
8,6,1705766460.0,0
55,16,1707636420.0,0
97,10,1710003840.0,0
65,16,1704077160.0,0
59,15,1707467040.0,0
54,15,1708040820.0,0
66,12,1708425300.0,0
5,10,1709175000.0,1
55,16,1704856260.0,1
44,12,1705332600.0,1
44,2,1706122380.0,0
73,15,1706421300.0,0
33,11,1705500600.0,1
97,7,1707242940.0,1
72,17,1705420920.0,0
12,7,1707942660.0,1
7,2,1705659840.0,0
37,10,1705505580.0,0
71,11,1709684580.0,0
54,8,1705701900.0,0
33,9,1707120300.0,0
28,18,1708508400.0,1
83,19,1710000780.0,1
43,6,1710005100.0,1
98,14,1709842380.0,1
64,0,1706998800.0,1
97,13,1705409460.0,1
46,7,1705800360.0,1
88,2,1706531820.0,0
52,14,1705946280.0,0
3,18,1704497460.0,1
16,9,1705274220.0,0
83,13,1708072140.0,1
38,16,1706425980.0,0
59,5,1708450740.0,0
50,6,1709968800.0,1
50,11,1709088180.0,0
17,9,1708344660.0,0
81,6,1709837940.0,0
91,7,1710050880.0,0
28,18,1709260320.0,0
89,2,1706426100.0,0
62,2,1707131220.0,1
40,10,1706930280.0,0
81,8,1709490000.0,1
12,12,1705189980.0,0
72,18,1707078780.0,0
90,11,1704471000.0,1
97,6,1704423420.0,0
27,17,1706426700.0,0
92,18,1706411160.0,1
17,4,1708156740.0,1
47,18,1710008100.0,1
25,0,1707538980.0,1
78,17,1709730780.0,0
43,3,1708572900.0,1
72,0,1709270100.0,0
90,12,1704129600.0,0
63,1,1709402100.0,0
43,17,1708013040.0,0
30,19,1708261680.0,0
4,7,1709722200.0,0
71,17,1704637260.0,1
27,19,1709767200.0,1
52,9,1707402420.0,1
12,9,1707593340.0,0
52,7,1707044940.0,1
80,19,1706523900.0,0
99,10,1705723560.0,0
23,12,1705762860.0,1
54,6,1707788760.0,0
69,13,1707836220.0,1
62,18,1707193560.0,1
67,2,1705322220.0,0
9,12,1708015860.0,1
90,13,1706656320.0,1
77,0,1710002340.0,1
9,2,1709153760.0,1
9,15,1708633980.0,1
87,19,1704251760.0,0
40,0,1709682540.0,1
70,18,1704973500.0,1
61,4,1704738480.0,0
94,1,1707365400.0,1
17,12,1709292600.0,0
95,7,1708294140.0,1
98,19,1706124300.0,0
94,8,1705895940.0,0
46,16,1704351540.0,0
92,7,1709690160.0,0
82,16,1706035140.0,1
92,19,1708419120.0,1
58,4,1704108540.0,1
57,0,1708333980.0,1
7,17,1706095860.0,1
82,11,1706659740.0,1
42,9,1709268120.0,0
99,2,1707632160.0,0
85,14,1706714880.0,1
81,19,1705826460.0,1
88,18,1706563320.0,1
81,18,1704715560.0,0
70,15,1706040360.0,1
40,7,1705459380.0,1
59,7,1709523300.0,0
5,1,1705020180.0,0
47,6,1709788860.0,1
97,7,1706083920.0,1
75,18,1708467900.0,1
31,1,1705995060.0,1
63,7,1704733080.0,1
83,14,1707092940.0,1
9,16,1709183220.0,0
97,5,1710015540.0,1
71,2,1708091580.0,1
72,16,1706960040.0,1
72,10,1704787500.0,0
52,12,1709145120.0,1
0,3,1706420520.0,1
36,12,1705499340.0,1
54,6,1705795440.0,1
33,14,1708275840.0,1
82,5,1709672760.0,1
28,10,1707323580.0,1
66,18,1705344060.0,0
33,10,1707967680.0,1
52,10,1707436440.0,0
74,15,1707443880.0,1
24,16,1706664540.0,0
68,0,1704620160.0,0
74,18,1710012000.0,1
68,3,1707772500.0,1
19,0,1707018540.0,0
82,9,1708480920.0,0
28,14,1708323780.0,0
39,4,1705593480.0,1
39,10,1709022420.0,0
82,5,1709803140.0,0
40,11,1705802700.0,0
45,3,1709885400.0,0
57,17,1708566360.0,1
91,10,1706666760.0,0
2,17,1708153500.0,1
8,16,1709688060.0,1
38,13,1705394220.0,1
42,12,1705579140.0,1
31,3,1706594820.0,1
55,12,1705007220.0,0
13,10,1704269460.0,1
60,1,1708014540.0,0
56,13,1707861960.0,1
4,5,1705917240.0,0
20,7,1708943220.0,0
24,10,1706067780.0,0
70,16,1707850500.0,0
13,14,1706659380.0,1
28,3,1706897400.0,0
0,14,1709333880.0,0
31,2,1707344400.0,1
20,14,1708391160.0,0
83,6,1706310600.0,1
5,11,1709180280.0,1
56,6,1708139220.0,0
12,19,1704422880.0,1
80,5,1704848400.0,0
26,8,1709689920.0,1
13,17,1705410780.0,0
55,19,1706765940.0,1
8,7,1709969160.0,1
79,14,1704397740.0,0
39,16,1705689960.0,1
56,2,1707992940.0,0
91,0,1704853380.0,1
71,7,1709115600.0,0
79,7,1704679500.0,0
16,9,1708600740.0,1
31,1,1707962700.0,1
51,13,1705925460.0,0
49,7,1704222660.0,0
25,12,1704509460.0,1
42,5,1707978720.0,0
40,11,1709699280.0,1
2,16,1704143760.0,1
56,18,1706333460.0,0
49,4,1707179040.0,0
11,5,1709881440.0,1
44,1,1705082100.0,0
9,12,1705205760.0,0
31,7,1708276920.0,0
70,8,1708292640.0,1
50,12,1704916920.0,0
88,2,1707579660.0,0
15,19,1710045420.0,0
54,13,1709243340.0,1
84,7,1706999160.0,1
82,18,1705593480.0,0
92,12,1709816280.0,1
25,13,1705785540.0,0
90,19,1708827240.0,1
35,15,1710021720.0,0
66,14,1705640640.0,0
2,15,1709604120.0,1
1,15,1709872500.0,1
86,12,1704741540.0,1
2,4,1706294640.0,0
36,14,1708168560.0,1
33,15,1708968360.0,1
10,16,1704500940.0,1
92,13,1708847280.0,0
8,11,1704601680.0,1
96,2,1705699860.0,1
64,0,1709316300.0,1
87,6,1704601320.0,0
96,12,1707673440.0,0
51,0,1706595120.0,1
32,1,1708439700.0,0
51,10,1707296280.0,1
97,9,1705628760.0,0
38,2,1704233820.0,0
68,11,1704860640.0,0
61,8,1708337280.0,0
57,18,1707342540.0,1
76,6,1705270320.0,0
70,10,1710034740.0,0
18,11,1708658040.0,1
81,10,1708977360.0,0
50,11,1708939440.0,1
47,8,1706246400.0,0
50,9,1708463520.0,1
41,11,1710003180.0,0
22,17,1704233280.0,0
50,3,1706213880.0,0
56,9,1709815620.0,1
65,12,1709266860.0,1
34,10,1706626980.0,0
90,11,1707354360.0,1
17,6,1705252680.0,0
22,0,1705555920.0,0
63,7,1708755540.0,1
81,1,1704742200.0,0
57,13,1705695240.0,1
11,10,1704430020.0,1
2,5,1705813020.0,0
48,9,1708116120.0,0
27,9,1709416020.0,1
91,9,1707132660.0,0
80,11,1704742800.0,1
3,5,1705017360.0,0
14,14,1707096060.0,0
7,10,1706595000.0,0
67,11,1706154600.0,0
22,12,1705539420.0,1
53,18,1704243780.0,0
76,15,1708926900.0,0
53,18,1709065020.0,1
53,10,1709660880.0,0
51,8,1708580160.0,0
87,0,1704425580.0,0
46,2,1704893280.0,1
14,8,1704329160.0,0
81,0,1706258400.0,0
53,19,1709189220.0,1
1,1,1704992700.0,1
47,3,1705129020.0,1
8,1,1706620680.0,1
63,6,1704144840.0,1
53,9,1709582580.0,0
19,5,1704796920.0,0
24,2,1709148480.0,1
69,11,1705735560.0,1
13,9,1708399680.0,1
58,10,1706712180.0,0
42,4,1709930520.0,1
34,9,1706081400.0,1
78,16,1706904300.0,1
41,0,1708253220.0,1
74,5,1709540040.0,1
35,8,1710054420.0,1
17,15,1706690460.0,0
65,9,1706836500.0,1
53,16,1704310380.0,0
22,4,1709809140.0,1
35,11,1704302220.0,1
76,13,1710038040.0,1
74,14,1709119800.0,1
56,8,1707883020.0,0
74,6,1704560640.0,0
28,1,1706709120.0,0
18,7,1706549820.0,0
35,1,1707013560.0,0
70,1,1709374440.0,0
44,13,1708955100.0,1
75,13,1704301620.0,0
13,6,1705589700.0,0
27,4,1704556920.0,0
20,4,1709759880.0,0
93,5,1709578860.0,1
41,1,1708199880.0,1
11,8,1704410520.0,0
54,18,1707105060.0,0
62,18,1707670320.0,0
60,18,1707420780.0,1
69,10,1706495160.0,1
96,19,1708642320.0,0
97,9,1709521020.0,1
24,4,1707844320.0,0
97,12,1706778120.0,1
53,12,1707058440.0,0
36,18,1706193480.0,0
74,18,1705592580.0,1
1,11,1705818540.0,1
14,17,1708205220.0,1
89,9,1709677800.0,1
76,18,1708520220.0,1
58,15,1705338360.0,0
32,0,1706654940.0,0
39,1,1704166500.0,0
2,18,1705394580.0,1
17,3,1705487880.0,1
75,5,1705116720.0,0
71,6,1709071440.0,0
26,6,1705133220.0,0
78,5,1710018420.0,1
69,3,1707382140.0,0
79,9,1706860020.0,0
68,17,1707780600.0,0
69,1,1704162480.0,0
62,11,1705910160.0,1
35,13,1709550300.0,0
29,13,1708329720.0,0
41,1,1704177360.0,1
43,10,1707405300.0,0
32,7,1708930800.0,0
26,10,1704378300.0,0
47,15,1705934220.0,1
84,1,1706273340.0,1
11,10,1704803100.0,1
7,1,1708574940.0,1
55,2,1707957840.0,1
44,10,1705153200.0,1
35,3,1704706800.0,1
69,12,1705991520.0,0
43,0,1706498880.0,0
66,9,1707233040.0,1
99,19,1709391840.0,1
5,4,1704680580.0,1
47,8,1704342000.0,1
40,10,1709430900.0,1
62,9,1706072940.0,0
90,15,1705730700.0,1
66,3,1708953960.0,0
50,3,1706776380.0,0
18,7,1708225740.0,1
36,8,1707039840.0,1
31,4,1705324500.0,1
64,4,1705731300.0,1
19,14,1707000480.0,1
20,2,1706299200.0,1
7,16,1707423180.0,0
27,0,1705905720.0,0
48,5,1705308900.0,0
1,11,1704347160.0,0
57,17,1709803260.0,1
70,8,1709209920.0,1
16,9,1709422320.0,0
18,13,1705273320.0,0
71,9,1706978040.0,1
80,8,1706314920.0,0
32,9,1709505000.0,0
97,4,1706065080.0,1
15,9,1705597140.0,1
84,18,1709599140.0,0
56,11,1707179340.0,0
15,1,1705096020.0,1
38,14,1704345540.0,0
18,15,1707417240.0,1
4,12,1706926260.0,1
22,12,1709092560.0,1
1,15,1709439660.0,1
42,15,1708255920.0,1
15,12,1707515700.0,1
65,12,1707777240.0,0
20,11,1706206080.0,1
22,18,1709558160.0,0
69,3,1708387140.0,0
28,0,1707975600.0,1
59,13,1706200140.0,1
63,19,1707197220.0,0
24,15,1706725320.0,0
60,5,1705106640.0,1
82,2,1706959080.0,0
7,9,1705282080.0,0
51,7,1704854100.0,1
22,13,1708638720.0,0
19,1,1708924080.0,0
19,9,1706755740.0,0
0,12,1704534060.0,1
95,14,1707551100.0,0
27,3,1704142020.0,1
99,1,1708211640.0,0
11,4,1707586980.0,1
24,11,1708664880.0,0
70,7,1706399340.0,1
91,6,1707222840.0,1
77,10,1708019700.0,1
36,10,1707679800.0,1
86,17,1706574060.0,0
94,1,1707567660.0,1
42,12,1707049320.0,1
53,6,1706718720.0,0
89,4,1708619340.0,0
63,16,1704672780.0,1
55,1,1707419640.0,0
28,19,1704206460.0,1
33,16,1705666440.0,0
96,1,1705811340.0,1
36,15,1707033540.0,0
3,16,1708152720.0,0
61,5,1704695160.0,0
48,18,1707259980.0,0
49,11,1704188400.0,0
37,2,1707178860.0,0
58,9,1709970660.0,1
52,8,1706664840.0,1
30,2,1707148620.0,1
86,19,1706101500.0,0
9,6,1706656140.0,1
31,14,1709495580.0,1
22,7,1707307020.0,1
76,9,1705194360.0,1
94,10,1704422880.0,1
33,16,1704559500.0,0
44,15,1704128640.0,1
34,7,1705768260.0,0
81,12,1708167360.0,0
94,0,1707932940.0,0
72,15,1704710520.0,0
82,6,1704777420.0,0
28,13,1707625020.0,1
50,18,1704243240.0,0
19,11,1705303500.0,1
59,6,1705654860.0,1
53,17,1708505280.0,1
53,4,1709964720.0,1
56,17,1704996780.0,0
68,5,1706234700.0,0
3,7,1708455720.0,0
61,1,1706123520.0,1
42,18,1708420260.0,1
93,16,1706779980.0,1
82,7,1705990860.0,0
47,2,1704599700.0,0
9,9,1709510700.0,1
25,1,1704731040.0,0
75,1,1706571960.0,1
23,0,1705964640.0,1
43,9,1709558640.0,1
69,0,1707889440.0,1
72,7,1704982680.0,0
54,5,1706565240.0,1
91,12,1708437480.0,0
6,1,1709217360.0,1
83,16,1709031420.0,0
96,14,1708904100.0,1
68,8,1704797280.0,0
20,7,1705865340.0,1
22,3,1704290640.0,0
73,13,1704396360.0,1
22,14,1707580560.0,0
86,1,1705038480.0,0
79,5,1705280400.0,0
16,19,1705519860.0,1
78,6,1708179300.0,1
5,6,1705451820.0,0
2,10,1709216460.0,0
97,15,1706506260.0,1
32,18,1707596040.0,0
54,7,1705177380.0,0
39,7,1704631620.0,1
68,6,1704978420.0,1
17,17,1706751660.0,1
87,1,1708592940.0,0
17,0,1708110240.0,0
34,17,1708723560.0,0
82,18,1708210740.0,1
98,19,1705832880.0,1
39,0,1709686020.0,1
14,11,1707527400.0,1
76,1,1709465220.0,1
10,15,1704639840.0,1
50,14,1705121580.0,0
88,13,1706310420.0,0
30,7,1707848340.0,1
9,3,1705122240.0,0
28,2,1709261040.0,0
43,19,1705121160.0,0
4,19,1707401400.0,0
17,13,1706135220.0,0
34,13,1705913880.0,1
86,2,1708045320.0,1
14,3,1704943200.0,1
89,3,1709342580.0,1
20,13,1709982060.0,1
3,11,1706251560.0,0
18,11,1705532280.0,0
3,6,1705373460.0,1
81,13,1705895700.0,1
